PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"36079517","Non-Precious Metal Alloy Double Crown-Retained Removable Partial Dentures: A Cross-Sectional In Vivo Investigation","Strasding M, Abou-Ayash S, Laziok T, Doerken S, Kohal RJ, Patzelt SBM.","Materials (Basel). 2022 Sep 4;15(17):6137. doi: 10.3390/ma15176137.","Strasding M","Materials (Basel)","2022","2022/09/09","PMC9457649","","10.3390/ma15176137"
"36073237","Learning to generalize seizure forecasts","Leguia MG, Rao VR, Tcheng TK, Duun-Henriksen J, Kjaer TW, Proix T, Baud MO.","Epilepsia. 2023 Dec;64 Suppl 4:S99-S113. doi: 10.1111/epi.17406. Epub 2022 Sep 22.","Leguia MG","Epilepsia","2023","2022/09/08","","","10.1111/epi.17406"
"36058201","Pharmacologically increased cortisol levels impair recall of associative background context memory in males, but not females","Antypa D, Barros Rodrigues D, Billecocq M, Rimmele U.","Psychoneuroendocrinology. 2022 Dec;146:105895. doi: 10.1016/j.psyneuen.2022.105895. Epub 2022 Aug 23.","Antypa D","Psychoneuroendocrinology","2022","2022/09/04","","","10.1016/j.psyneuen.2022.105895"
"35901159","In situ architecture of the ciliary base reveals the stepwise assembly of intraflagellar transport trains","van den Hoek H, Klena N, Jordan MA, Alvarez Viar G, Righetto RD, Schaffer M, Erdmann PS, Wan W, Geimer S, Plitzko JM, Baumeister W, Pigino G, Hamel V, Guichard P, Engel BD.","Science. 2022 Jul 29;377(6605):543-548. doi: 10.1126/science.abm6704. Epub 2022 Jul 28.","van den Hoek H","Science","2022","2022/07/28","","","10.1126/science.abm6704"
"35768638","Contribution of schizophrenia polygenic burden to longitudinal phenotypic variance in 22q11.2 deletion syndrome","Alver M, Mancini V, Läll K, Schneider M, Romano L; Estonian Biobank Research Team; Mägi R, Dermitzakis ET, Eliez S, Reymond A.","Mol Psychiatry. 2022 Oct;27(10):4191-4200. doi: 10.1038/s41380-022-01674-9. Epub 2022 Jun 29.","Alver M","Mol Psychiatry","2022","2022/06/29","PMC9718680","EMS145899","10.1038/s41380-022-01674-9"
"35717595","A network analysis in adolescent anorexia nervosa exploring the connection between both patient and carer reactions and outcome","Monteleone AM, Cascino G, Salerno L, Schmidt U, Micali N, Cardi V, Treasure J.","Eur Eat Disord Rev. 2023 Jan;31(1):65-75. doi: 10.1002/erv.2933. Epub 2022 Jun 19.","Monteleone AM","Eur Eat Disord Rev","2023","2022/06/19","PMC10084280","","10.1002/erv.2933"
"35635778","Novel water treatment system in a low-resource community","Nogueira RC, Nigro M, Veuthey J, Thior MDF, Amour COD, Voillat J.","J Water Health. 2022 May;20(5):863-870. doi: 10.2166/wh.2022.064.","Nogueira RC","J Water Health","2022","2022/05/31","","","10.2166/wh.2022.064"
"35625282","Studying Factors Affecting Success of Antimicrobial Resistance Interventions through the Lens of Experience: A Thematic Analysis","Graells T, Lambraki IA, Cousins M, Léger A, Lillepold K, Henriksson PJG, Troell M, Carson CA, Parmley EJ, Majowicz SE, Wernli D, Jørgensen PS.","Antibiotics (Basel). 2022 May 10;11(5):639. doi: 10.3390/antibiotics11050639.","Graells T","Antibiotics (Basel)","2022","2022/05/28","PMC9137464","","10.3390/antibiotics11050639"
"35623216","Cd transfers during marine sediment resuspension over short and long-term period: Associated risk for coastal water quality","Layglon N, Lenoble V, Longo L, D'Onofrio S, Mounier S, Mullot JU, Sartori D, Omanović D, Garnier C, Misson B.","Mar Pollut Bull. 2022 Jul;180:113771. doi: 10.1016/j.marpolbul.2022.113771. Epub 2022 May 25.","Layglon N","Mar Pollut Bull","2022","2022/05/27","","","10.1016/j.marpolbul.2022.113771"
"35606362","Extracellular vimentin mimics VEGF and is a target for anti-angiogenic immunotherapy","van Beijnum JR, Huijbers EJM, van Loon K, Blanas A, Akbari P, Roos A, Wong TJ, Denisov SS, Hackeng TM, Jimenez CR, Nowak-Sliwinska P, Griffioen AW.","Nat Commun. 2022 May 23;13(1):2842. doi: 10.1038/s41467-022-30063-7.","van Beijnum JR","Nat Commun","2022","2022/05/23","PMC9126915","","10.1038/s41467-022-30063-7"
"35457768","Talking about Climate Change and Environmental Degradation with Patients in Primary Care: A Cross-Sectional Survey on Knowledge, Potential Domains of Action and Points of View of General Practitioners","André H, Gonzalez Holguera J, Depoux A, Pasquier J, Haller DM, Rodondi PY, Schwarz J, Senn N.","Int J Environ Res Public Health. 2022 Apr 18;19(8):4901. doi: 10.3390/ijerph19084901.","André H","Int J Environ Res Public Health","2022","2022/04/23","PMC9029888","","10.3390/ijerph19084901"
"35291864","Violence and Abuse in Competitive Sports","Raas MI, Schneeberger AR, Karunaharamoorthy A, Sinsel D, Schmidt RE, Hofmann CG, Imboden C, Hemmeter UM, Seifritz E, Claussen MC.","Praxis (Bern 1994). 2022;110(4):e205-e212. doi: 10.1024/1661-8157/a003852.","Raas MI","Praxis (Bern 1994)","2022","2022/03/16","","","10.1024/1661-8157/a003852"
"35246600","Iron and manganese co-limit the growth of two phytoplankton groups dominant at two locations of the Drake Passage","Balaguer J, Koch F, Hassler C, Trimborn S.","Commun Biol. 2022 Mar 4;5(1):207. doi: 10.1038/s42003-022-03148-8.","Balaguer J","Commun Biol","2022","2022/03/05","PMC8897415","","10.1038/s42003-022-03148-8"
"34921081","""Vaccination needs to be easy for the people, right ?"": a qualitative study of the roles of physicians and pharmacists regarding vaccination in Switzerland","Jusufoska M, Abreu de Azevedo M, Tolic J, Deml MJ, Tarr PE.","BMJ Open. 2021 Dec 17;11(12):e053163. doi: 10.1136/bmjopen-2021-053163.","Jusufoska M","BMJ Open","2021","2021/12/18","PMC8685942","","10.1136/bmjopen-2021-053163"
"34750391","The Swiss data cube, analysis ready data archive using earth observations of Switzerland","Chatenoux B, Richard JP, Small D, Roeoesli C, Wingate V, Poussin C, Rodila D, Peduzzi P, Steinmeier C, Ginzler C, Psomas A, Schaepman ME, Giuliani G.","Sci Data. 2021 Nov 8;8(1):295. doi: 10.1038/s41597-021-01076-6.","Chatenoux B","Sci Data","2021","2021/11/09","PMC8575969","","10.1038/s41597-021-01076-6"
"34662880","Identifying Amygdala-Like Territories in Scyliorhinus canicula (Chondrichthyan): Evidence for a Pallial Amygdala","Rodríguez-Moldes I, Quintana-Urzainqui I, Santos-Durán GN, Ferreiro-Galve S, Pereira-Guldrís S, Candás M, Mazan S, Candal E.","Brain Behav Evol. 2022;96(4-6):283-304. doi: 10.1159/000519221. Epub 2021 Oct 18.","Rodríguez-Moldes I","Brain Behav Evol","2022","2021/10/18","","","10.1159/000519221"
"34658889","Pediatric Therapeutic Drug Monitoring for Selective Serotonin Reuptake Inhibitors","Strawn JR, Poweleit EA, Uppugunduri CRS, Ramsey LB.","Front Pharmacol. 2021 Oct 1;12:749692. doi: 10.3389/fphar.2021.749692. eCollection 2021.","Strawn JR","Front Pharmacol","2021","2021/10/18","PMC8517085","","10.3389/fphar.2021.749692"
"34601253","Ultra-short ion-exchange columns for fast charge variants analysis of therapeutic proteins","Navarro-Huerta JA, Murisier A, Nguyen JM, Lauber MA, Beck A, Guillarme D, Fekete S.","J Chromatogr A. 2021 Nov 8;1657:462568. doi: 10.1016/j.chroma.2021.462568. Epub 2021 Sep 22.","Navarro-Huerta JA","J Chromatogr A","2021","2021/10/03","","","10.1016/j.chroma.2021.462568"
"34561616","Paul S. Frenette (1965-2021)","Pinho S, Lucas D, Scheiermann C, Hidalgo A.","Nat Cell Biol. 2021 Oct;23(10):1049-1050. doi: 10.1038/s41556-021-00761-3.","Pinho S","Nat Cell Biol","2021","2021/09/25","","","10.1038/s41556-021-00761-3"
"34529065","Effect of Medication Reconciliation at Hospital Admission on 30-Day Returns to Hospital: A Randomized Clinical Trial","Ceschi A, Noseda R, Pironi M, Lazzeri N, Eberhardt-Gianella O, Imelli S, Ghidossi S, Bruni S, Pagnamenta A, Ferrari P.","JAMA Netw Open. 2021 Sep 1;4(9):e2124672. doi: 10.1001/jamanetworkopen.2021.24672.","Ceschi A","JAMA Netw Open","2021","2021/09/16","PMC8446815","","10.1001/jamanetworkopen.2021.24672"
"34502009","Heterogeneity of Modern Contraceptive Use among Urban Slum and Nonslum Women in Kinshasa, DR Congo: Cross-Sectional Analysis","Akilimali PZ, Tran NT, Gage AJ.","Int J Environ Res Public Health. 2021 Sep 6;18(17):9400. doi: 10.3390/ijerph18179400.","Akilimali PZ","Int J Environ Res Public Health","2021","2021/09/10","PMC8430884","","10.3390/ijerph18179400"
"34492165","Excess Serum Interleukin-18 Distinguishes Patients With Pathogenic Mutations in PSTPIP1","Stone DL, Ombrello A, Arostegui JI, Schneider C, Dang V, de Jesus A, Girard-Guyonvarc'h C, Gabay C, Lee W, Chae JJ, Aksentijevich I, Goldbach-Mansky RT, Kastner DL, Canna SW.","Arthritis Rheumatol. 2022 Feb;74(2):353-357. doi: 10.1002/art.41976. Epub 2022 Jan 3.","Stone DL","Arthritis Rheumatol","2022","2021/09/07","PMC8855702","NIHMS1738472","10.1002/art.41976"
"34421679","Daily-Life Social Experiences as a Potential Mediator of the Relationship Between Parenting and Psychopathology in Adolescence","Achterhof R, Kirtley OJ, Schneider M, Lafit G, Hagemann N, Hermans KSFM, Hiekkaranta AP, Lecei A, Myin-Germeys I.","Front Psychiatry. 2021 Aug 5;12:697127. doi: 10.3389/fpsyt.2021.697127. eCollection 2021.","Achterhof R","Front Psychiatry","2021","2021/08/23","PMC8374596","","10.3389/fpsyt.2021.697127"
"34276120","Long-term repeatability and interlaboratory reproducibility of high-precision ID-TIMS U-Pb geochronology","Schaltegger U, Ovtcharova M, Gaynor SP, Schoene B, Wotzlaw JF, Davies JFHL, Farina F, Greber ND, Szymanowski D, Chelle-Michou C.","J Anal At Spectrom. 2021 May 25;36(7):1466-1477. doi: 10.1039/d1ja00116g. eCollection 2021 Jul 7.","Schaltegger U","J Anal At Spectrom","2021","2021/07/19","PMC8262554","","10.1039/d1ja00116g"
"34118477","K(ATP) channel blockers control glucagon secretion by distinct mechanisms: A direct stimulation of α-cells involving a [Ca(2+)](c) rise and an indirect inhibition mediated by somatostatin","Singh B, Khattab F, Chae H, Desmet L, Herrera PL, Gilon P.","Mol Metab. 2021 Nov;53:101268. doi: 10.1016/j.molmet.2021.101268. Epub 2021 Jun 9.","Singh B","Mol Metab","2021","2021/06/12","PMC8274344","","10.1016/j.molmet.2021.101268"
"34095607","Severe long-term progressive corneal remodeling after bilateral simultaneous prophylactic crosslinking and topography-guided surface ablation with mitomycin","Abad JC, Martinez-Cadavid L, Ocampo-Patiño A, Torres-Netto EA, Ambrosio R.","Am J Ophthalmol Case Rep. 2021 May 24;23:101120. doi: 10.1016/j.ajoc.2021.101120. eCollection 2021 Sep.","Abad JC","Am J Ophthalmol Case Rep","2021","2021/06/07","PMC8167240","","10.1016/j.ajoc.2021.101120"
"33975626","Chronic political instability and HIV/AIDS response in Guinea-Bissau: a qualitative study","Galjour J, Havik PJ, Aaby P, Rodrigues A, Hoemeke L, Deml MJ, Zhao J, Mpinga EK.","Infect Dis Poverty. 2021 May 11;10(1):68. doi: 10.1186/s40249-021-00854-z.","Galjour J","Infect Dis Poverty","2021","2021/05/12","PMC8112002","","10.1186/s40249-021-00854-z"
"33946668","Feature-Based Molecular Network-Guided Dereplication of Natural Bioactive Products from Leaves of Stryphnodendron pulcherrimum (Willd.) Hochr","Gomes P, Quirós-Guerrero L, Silva C, Pamplona S, Boutin JA, Eberlin M, Wolfender JL, Silva M.","Metabolites. 2021 Apr 29;11(5):281. doi: 10.3390/metabo11050281.","Gomes P","Metabolites","2021","2021/05/05","PMC8147077","","10.3390/metabo11050281"
"33893988","Oral factors and adherence to Mediterranean diet in an older Greek population","Bousiou A, Konstantopoulou K, Martimianaki G, Peppa E, Trichopoulou A, Polychronopoulou A, Halazonetis DJ, Schimmel M, Kossioni AE.","Aging Clin Exp Res. 2021 Dec;33(12):3237-3244. doi: 10.1007/s40520-021-01861-8. Epub 2021 Apr 24.","Bousiou A","Aging Clin Exp Res","2021","2021/04/24","","","10.1007/s40520-021-01861-8"
"33679814","Editorial: Memory T Cells in Chronic Infections and Tumors","Hofmann M, Jandus C, Lee LN, Utzschneider DT.","Front Immunol. 2021 Feb 17;12:656010. doi: 10.3389/fimmu.2021.656010. eCollection 2021.","Hofmann M","Front Immunol","2021","2021/03/08","PMC7925626","","10.3389/fimmu.2021.656010"
"33658600","Multilocus phylogeny and historical biogeography of Hypostomus shed light on the processes of fish diversification in La Plata Basin","Cardoso YP, Jardim de Queiroz L, Bahechar IA, Posadas PE, Montoya-Burgos JI.","Sci Rep. 2021 Mar 3;11(1):5073. doi: 10.1038/s41598-021-83464-x.","Cardoso YP","Sci Rep","2021","2021/03/04","PMC7930046","","10.1038/s41598-021-83464-x"
"33586946","Short Photoswitchable Ceramides Enable Optical Control of Apoptosis","Morstein J, Kol M, Novak AJE, Feng S, Khayyo S, Hinnah K, Li-Purcell N, Pan G, Williams BM, Riezman H, Atilla-Gokcumen GE, Holthuis JCM, Trauner D.","ACS Chem Biol. 2021 Mar 19;16(3):452-456. doi: 10.1021/acschembio.0c00823. Epub 2021 Feb 15.","Morstein J","ACS Chem Biol","2021","2021/02/15","","","10.1021/acschembio.0c00823"
"33577985","Metabolomics data complemented drug use information in epidemiological databases: pilot study of potential kidney donors","Klont F, Kremer D, Gomes Neto AW, Berger SP, Touw DJ, Hak E, Bonner R, Bakker SJL, Hopfgartner G.","J Clin Epidemiol. 2021 Jul;135:10-16. doi: 10.1016/j.jclinepi.2021.02.008. Epub 2021 Feb 9.","Klont F","J Clin Epidemiol","2021","2021/02/12","","","10.1016/j.jclinepi.2021.02.008"
"33512460","Anoxygenic photo- and chemo-synthesis of phototrophic sulfur bacteria from an alpine meromictic lake","Di Nezio F, Beney C, Roman S, Danza F, Buetti-Dinh A, Tonolla M, Storelli N.","FEMS Microbiol Ecol. 2021 Mar 8;97(3):fiab010. doi: 10.1093/femsec/fiab010.","Di Nezio F","FEMS Microbiol Ecol","2021","2021/01/29","PMC7947596","","10.1093/femsec/fiab010"
"33470164","Geodesic Distance on Optimally Regularized Functional Connectomes Uncovers Individual Fingerprints","Abbas K, Liu M, Venkatesh M, Amico E, Kaplan AD, Ventresca M, Pessoa L, Harezlak J, Goñi J.","Brain Connect. 2021 Jun;11(5):333-348. doi: 10.1089/brain.2020.0881. Epub 2021 Mar 3.","Abbas K","Brain Connect","2021","2021/01/20","PMC8215418","","10.1089/brain.2020.0881"
"33452585","Population pharmacokinetic modelling to quantify the magnitude of drug-drug interactions between amlodipine and antiretroviral drugs","Courlet P, Guidi M, Alves Saldanha S, Cavassini M, Stoeckle M, Buclin T, Marzolini C, Decosterd LA, Csajka C.","Eur J Clin Pharmacol. 2021 Jul;77(7):979-987. doi: 10.1007/s00228-020-03060-2. Epub 2021 Jan 16.","Courlet P","Eur J Clin Pharmacol","2021","2021/01/16","PMC8184532","","10.1007/s00228-020-03060-2"
"33191053","Broad sampling of monothalamids (Rhizaria, Foraminifera) gives further insight into diversity of non-marine Foraminifera","Siemensma F, Holzmann M, Apothéloz-Perret-Gentil L, Clauß S, Voelcker E, Bettighofer W, Roshan SK, Walden S, Dumack K, Pawlowski J.","Eur J Protistol. 2021 Feb;77:125744. doi: 10.1016/j.ejop.2020.125744. Epub 2020 Oct 14.","Siemensma F","Eur J Protistol","2021","2020/11/16","","","10.1016/j.ejop.2020.125744"
"32319529","Interactional Effects Between Relational and Cognitive Reserves on Decline in Executive Functioning","Sauter J, Widmer E, Baeriswyl M, Ballhausen N, Vallet F, Fagot D, Kliegel M, Ihle A.","J Gerontol B Psychol Sci Soc Sci. 2021 Sep 13;76(8):1523-1532. doi: 10.1093/geronb/gbaa054.","Sauter J","J Gerontol B Psychol Sci Soc Sci","2021","2020/04/23","","","10.1093/geronb/gbaa054"
"35507331","Comparative Genetic Analysis of Psoriatic Arthritis and Psoriasis for the Discovery of Genetic Risk Factors and Risk Prediction Modeling","Soomro M, Stadler M, Dand N, Bluett J, Jadon D, Jalali-Najafabadi F, Duckworth M, Ho P, Marzo-Ortega H, Helliwell PS, Ryan AW, Kane D, Korendowych E, Simpson MA, Packham J, McManus R, Gabay C, Lamacchia C, Nissen MJ, Brown MA, Verstappen SMM, Van Staa T, Barker JN, Smith CH; BADBIR Study Group; BSTOP study group; FitzGerald O, McHugh N, Warren RB, Bowes J, Barton A.","Arthritis Rheumatol. 2022 Sep;74(9):1535-1543. doi: 10.1002/art.42154. Epub 2022 Aug 4.","Soomro M","Arthritis Rheumatol","2022","2022/05/04","PMC9539852","","10.1002/art.42154"
"35413904","Field evaluation of the diagnostic performance of EasyScan GO: a digital malaria microscopy device based on machine-learning","Das D, Vongpromek R, Assawariyathipat T, Srinamon K, Kennon K, Stepniewska K, Ghose A, Sayeed AA, Faiz MA, Netto RLA, Siqueira A, Yerbanga SR, Ouédraogo JB, Callery JJ, Peto TJ, Tripura R, Koukouikila-Koussounda F, Ntoumi F, Ong'echa JM, Ogutu B, Ghimire P, Marfurt J, Ley B, Seck A, Ndiaye M, Moodley B, Sun LM, Archasuksan L, Proux S, Nsobya SL, Rosenthal PJ, Horning MP, McGuire SK, Mehanian C, Burkot S, Delahunt CB, Bachman C, Price RN, Dondorp AM, Chappuis F, Guérin PJ, Dhorda M.","Malar J. 2022 Apr 12;21(1):122. doi: 10.1186/s12936-022-04146-1.","Das D","Malar J","2022","2022/04/13","PMC9004086","","10.1186/s12936-022-04146-1"
"36657325","Rationale for LDH-targeted cancer immunotherapy","Miholjcic TBS, Halse H, Bonvalet M, Bigorgne A, Rouanne M, Dercle L, Shankar V, Marabelle A.","Eur J Cancer. 2023 Mar;181:166-178. doi: 10.1016/j.ejca.2022.11.032. Epub 2022 Dec 14.","Miholjcic TBS","Eur J Cancer","2023","2023/01/19","","","10.1016/j.ejca.2022.11.032"
"36005739","Gold-Doping Effect on Two-Photon Absorption and Luminescence of Atomically Precise Silver Ligated Nanoclusters","Pniakowska A, Kumaranchira Ramankutty K, Obstarczyk P, Perić Bakulić M, Sanader Maršić Ž, Bonačić-Koutecký V, Bürgi T, Olesiak-Bańska J.","Angew Chem Int Ed Engl. 2022 Oct 24;61(43):e202209645. doi: 10.1002/anie.202209645. Epub 2022 Sep 14.","Pniakowska A","Angew Chem Int Ed Engl","2022","2022/08/25","","","10.1002/anie.202209645"
"34978595","International consensus on the use of tau PET imaging agent (18)F-flortaucipir in Alzheimer's disease","Tian M, Civelek AC, Carrio I, Watanabe Y, Kang KW, Murakami K, Garibotto V, Prior JO, Barthel H, Zhou R, Hou H, Dou X, Jin C, Zuo C, Zhang H; Molecular Imaging-based Precision Medicine Task Group of A3 (China-Japan-Korea) Foresight Program.","Eur J Nucl Med Mol Imaging. 2022 Feb;49(3):895-904. doi: 10.1007/s00259-021-05673-w. Epub 2022 Jan 3.","Tian M","Eur J Nucl Med Mol Imaging","2022","2022/01/03","PMC8803772","","10.1007/s00259-021-05673-w"
"36546080","Rational design of geranylgeranyl diphosphate synthase enhances carotenoid production and improves photosynthetic efficiency in Nicotiana tabacum","Dong C, Qu G, Guo J, Wei F, Gao S, Sun Z, Jin L, Sun X, Rochaix JD, Miao Y, Wang R.","Sci Bull (Beijing). 2022 Feb 15;67(3):315-327. doi: 10.1016/j.scib.2021.07.003. Epub 2021 Jul 3.","Dong C","Sci Bull (Beijing)","2022","2022/12/22","","","10.1016/j.scib.2021.07.003"
"36523222","Technical evaluation and usability of a quantitative G6PD POC test in cord blood: a mixed-methods study in a low-resource setting","Bancone G, Gilder ME, Win E, Gornsawun G, Penpitchaporn P, Moo PK, Archasuksan L, Wai NS, Win S, Aung KK, Hashmi A, Hanboonkunupakarn B, Nosten F, Carrara VI, McGready R.","BMJ Open. 2022 Dec 13;12(12):e066529. doi: 10.1136/bmjopen-2022-066529.","Bancone G","BMJ Open","2022","2022/12/16","PMC9748916","","10.1136/bmjopen-2022-066529"
"36477133","Formation of robust bound states of interacting microwave photons","Morvan A, Andersen TI, Mi X, Neill C, Petukhov A, Kechedzhi K, Abanin DA, Michailidis A, Acharya R, Arute F, Arya K, Asfaw A, Atalaya J, Bardin JC, Basso J, Bengtsson A, Bortoli G, Bourassa A, Bovaird J, Brill L, Broughton M, Buckley BB, Buell DA, Burger T, Burkett B, Bushnell N, Chen Z, Chiaro B, Collins R, Conner P, Courtney W, Crook AL, Curtin B, Debroy DM, Del Toro Barba A, Demura S, Dunsworth A, Eppens D, Erickson C, Faoro L, Farhi E, Fatemi R, Flores Burgos L, Forati E, Fowler AG, Foxen B, Giang W, Gidney C, Gilboa D, Giustina M, Grajales Dau A, Gross JA, Habegger S, Hamilton MC, Harrigan MP, Harrington SD, Hoffmann M, Hong S, Huang T, Huff A, Huggins WJ, Isakov SV, Iveland J, Jeffrey E, Jiang Z, Jones C, Juhas P, Kafri D, Khattar T, Khezri M, Kieferová M, Kim S, Kitaev AY, Klimov PV, Klots AR, Korotkov AN, Kostritsa F, Kreikebaum JM, Landhuis D, Laptev P, Lau KM, Laws L, Lee J, Lee KW, Lester BJ, Lill AT, Liu W, Locharla A, Malone F, Martin O, McClean JR, McEwen M, Meurer Costa B, Miao KC, Mohseni M, Montazeri S, Mount E, Mruczkiewicz W, Naaman O, Neeley M, et al.","Nature. 2022 Dec;612(7939):240-245. doi: 10.1038/s41586-022-05348-y. Epub 2022 Dec 7.","Morvan A","Nature","2022","2022/12/08","PMC9729104","","10.1038/s41586-022-05348-y"
"36347189","Morphological and molecular diversity of monothalamids (Rhizaria, Foraminifera), including two new species and a new genus, from SW Greenland","Gooday AJ, Holzmann M, Schwarzgruber E, Cedhagen T, Pawlowski J.","Eur J Protistol. 2022 Oct;86:125932. doi: 10.1016/j.ejop.2022.125932. Epub 2022 Oct 17.","Gooday AJ","Eur J Protistol","2022","2022/11/08","","","10.1016/j.ejop.2022.125932"
"36253765","Cognitive and biological effects of citrus phytochemicals in subjective cognitive decline: a 36-week, randomized, placebo-controlled trial","Galluzzi S, Zanardini R, Ferrari C, Gipponi S, Passeggia I, Rampini M, Sgrò G, Genovese S, Fiorito S, Palumbo L, Pievani M, Frisoni GB, Epifano F.","Nutr J. 2022 Oct 17;21(1):64. doi: 10.1186/s12937-022-00817-6.","Galluzzi S","Nutr J","2022","2022/10/17","PMC9575277","","10.1186/s12937-022-00817-6"
"36252914","Breathing is coupled with voluntary initiation of mental imagery","Park HD, Piton T, Kannape OA, Duncan NW, Lee KY, Lane TJ, Blanke O.","Neuroimage. 2022 Dec 1;264:119685. doi: 10.1016/j.neuroimage.2022.119685. Epub 2022 Oct 14.","Park HD","Neuroimage","2022","2022/10/17","","","10.1016/j.neuroimage.2022.119685"
"36090774","Editorial: Equity in Transplantation: A Commitment for Progress in Troubled Times","Berney T, Ulasi II, Balleste C, Martins PN, Bellini MI, Valantine HA, Potena L.","Transpl Int. 2022 Aug 24;35:10781. doi: 10.3389/ti.2022.10781. eCollection 2022.","Berney T","Transpl Int","2022","2022/09/12","PMC9450703","","10.3389/ti.2022.10781"
"35921232","How to do (or not to do)…using causal loop diagrams for health system research in low and middle-income settings","Cassidy R, Borghi J, Semwanga AR, Binyaruka P, Singh NS, Blanchet K.","Health Policy Plan. 2022 Nov 14;37(10):1328-1336. doi: 10.1093/heapol/czac064.","Cassidy R","Health Policy Plan","2022","2022/08/03","PMC9661310","","10.1093/heapol/czac064"
"35907388","Molecular and morphological diversity of monothalamous foraminifera from South Georgia and the Falkland Islands: Description of four new species","Holzmann M, Gooday AJ, Majewski W, Pawlowski J.","Eur J Protistol. 2022 Aug;85:125909. doi: 10.1016/j.ejop.2022.125909. Epub 2022 Jul 8.","Holzmann M","Eur J Protistol","2022","2022/07/30","","","10.1016/j.ejop.2022.125909"
"35780629","New insights into trace metal speciation and interaction with phytoplankton in estuarine coastal waters","Abdou M, Tercier-Waeber ML.","Mar Pollut Bull. 2022 Aug;181:113845. doi: 10.1016/j.marpolbul.2022.113845. Epub 2022 Jun 30.","Abdou M","Mar Pollut Bull","2022","2022/07/03","","","10.1016/j.marpolbul.2022.113845"
"35773607","Re-interpreting mesenteric vascular anatomy on 3D virtual and/or physical models, part II: anatomy of relevance to surgeons operating splenic flexure cancer","Andersen BT, Stimec BV, Kazaryan AM, Rancinger P, Edwin B, Ignjatovic D.","Surg Endosc. 2022 Dec;36(12):9136-9145. doi: 10.1007/s00464-022-09394-5. Epub 2022 Jun 30.","Andersen BT","Surg Endosc","2022","2022/06/30","PMC9652173","","10.1007/s00464-022-09394-5"
"35715427","Context-dependent enhancer function revealed by targeted inter-TAD relocation","Bolt CC, Lopez-Delisle L, Hintermann A, Mascrez B, Rauseo A, Andrey G, Duboule D.","Nat Commun. 2022 Jun 17;13(1):3488. doi: 10.1038/s41467-022-31241-3.","Bolt CC","Nat Commun","2022","2022/06/17","PMC9205857","","10.1038/s41467-022-31241-3"
"35631388","Cathepsin B-Cleavable Polymeric Photosensitizer Prodrug for Selective Photodynamic Therapy: In Vitro Studies","Jain M, Bouilloux J, Borrego I, Cook S, van den Bergh H, Lange N, Wagnieres G, Giraud MN.","Pharmaceuticals (Basel). 2022 Apr 30;15(5):564. doi: 10.3390/ph15050564.","Jain M","Pharmaceuticals (Basel)","2022","2022/05/28","PMC9146285","","10.3390/ph15050564"
"35550793","Oscillatory Neural Signatures of Visual Perception Across Developmental Stages in Individuals With 22q11.2 Deletion Syndrome","Mancini V, Rochas V, Seeber M, Grent-'t-Jong T, Rihs TA, Latrèche C, Uhlhaas PJ, Michel CM, Eliez S.","Biol Psychiatry. 2022 Sep 1;92(5):407-418. doi: 10.1016/j.biopsych.2022.02.961. Epub 2022 Mar 7.","Mancini V","Biol Psychiatry","2022","2022/05/13","","","10.1016/j.biopsych.2022.02.961"
"35449207","Snf7 spirals sense and alter membrane curvature","Jukic N, Perrino AP, Humbert F, Roux A, Scheuring S.","Nat Commun. 2022 Apr 21;13(1):2174. doi: 10.1038/s41467-022-29850-z.","Jukic N","Nat Commun","2022","2022/04/22","PMC9023468","","10.1038/s41467-022-29850-z"
"35372637","Comparative hard x-ray tomography for virtual histology of zebrafish larva, human tooth cementum, and porcine nerve","Migga A, Schulz G, Rodgers G, Osterwalder M, Tanner C, Blank H, Jerjen I, Salmon P, Twengström W, Scheel M, Weitkamp T, Schlepütz CM, Bolten JS, Huwyler J, Hotz G, Madduri S, Müller B.","J Med Imaging (Bellingham). 2022 May;9(3):031507. doi: 10.1117/1.JMI.9.3.031507. Epub 2022 Mar 31.","Migga A","J Med Imaging (Bellingham)","2022","2022/04/04","PMC8968075","","10.1117/1.JMI.9.3.031507"
"35319426","The integrated information theory of consciousness: Unmasked and identified","Merker B, Williford K, Rudrauf D.","Behav Brain Sci. 2022 Mar 23;45:e65. doi: 10.1017/S0140525X21002387.","Merker B","Behav Brain Sci","2022","2022/03/23","","","10.1017/S0140525X21002387"
"35293381","Psychological Impact of Predictive Genetic Testing for Inherited Alzheimer Disease and Frontotemporal Dementia: The IT-DIAfN Protocol","Galluzzi S, Mega A, Di Fede G, Muscio C, Fascendini S, Benussi L, Tagliavini F, Frisoni GB, Di Maria E; Italian-DIAfN Working Group.","Alzheimer Dis Assoc Disord. 2022 Apr-Jun 01;36(2):118-124. doi: 10.1097/WAD.0000000000000494. Epub 2022 Mar 16.","Galluzzi S","Alzheimer Dis Assoc Disord","2022","2022/03/16","PMC9132242","","10.1097/WAD.0000000000000494"
